22,5,5,10,5,6,6,12,10,9
20,21,29,36,7,7,14,21,12,6
9,12,20,35,6,9,9,13,24,12
6,12,9,24,5,12,12,19,25,6
6,16,42,36,12,36,20,31,25,14
7,6,28,20,10,20,24,6,10,7
12,19,31,7,15,12,25,17,30,20
14,15,35,28,12,30,42,12,20,12
6,24,16,7,7,29,30,7,16,15
6,3,10,5,14,12,12,9,16,10
